@RELATION Tweets
@ATTRIBUTE tweet STRING
@ATTRIBUTE class {0,1,2,3,4}
@DATA
'misses Delfin E. Deloria III.  http://plurk.com/p/os7qv', 0
'Its 1 am. I keep wanting this more and more. I really need to go to sleep, Im getting to caught up ', 0
'@czarthp You wouldnt like it here, I went to bar and ppl were READING...  They were all smelly hippies ', 0
'my party was totally lame because hardly anyone came. I feel unloved. ', 0
'Whatching Prison Break  sad only four mor episodes', 0
'@GreyEyes   heartburn sucks!', 0
'i had no one to play with me at the park today  hopefully tomorrow isnt so lonely when i attempt to play basketball...', 0
'Omg worst party ever!!! I just wasted 20 dollars!!! Its takes me a month to work for that!!! ', 0
'my baby boo, love of my life, best friend evar is finally tweeting. or twatting.  @victoriazombie', 0
'Wont go back to KFC for a while.  Where KFC failed is: I ordered my usual fave, but their guy suggested the &quot;special&quot; instead. Not yum ...', 0
'I want one. ', 0
'I was going to watch the end of the Mariners game (I have a thing for Kenji Jojima), but its over already ', 0
'@LaTruce huhuhuhu  i wish i was with you guys... having chickfila... boo school ruins EVERYTHING!!!!!', 0
'is catching up on his tv shows while getting ready to work this whole weekend ', 0
'Painfully hungry...  Bring my appetizers plz.', 0
'@fairminder Audi A6, fender gone, insurance claims it was a $3000 damage,  and the Merc I hit even more ', 0
'@HaileyATL her mom always finds something to say to make her not go.. im sure she will if not umm.. idk ', 0
'Broken gas gauge + mechanic driving my bus = thought I had more gas.  @mattbratcher and @briantruong had to push it to the station.', 0
'Boys in the bath, then off to bed!  Cant wait for Bloomin Fest tomorrow...hoping the weather is good!  Looks bad for Sunday ', 0
'3 beautiful women here.  all taken. grr. lol', 0
'@APHood we may have voting power, but the lobbyist for the banks have the money power. And politicians ALWAYS usually go for the money! ', 0
'@perezhilton Im so sad u feel that way!  I hope u meet him afterwards, hes totally awesome and nice', 0
'I REALLY REALLY miss U bryan!!  ...', 0
'Its really cold backstage tonight.  WTF?!?  ', 0
'I am in a cul de sac ', 0
'@ddlovato I just saw your tour dates and now I am sad..You come to houston two days before I get home from vacation ', 0
'@heidimontag if your BEST friend in the WHOLE WORLD died in a sudden car crash, what would you say to her parents?  that just happened 2me', 0
'Still no electricity, two days now dangit. PG&amp;E has missed the appointment we had ', 0
'So bored.  Need something to do on a Friday night.  ', 0
'arghhhh cant get a picture on ', 0
'@Sn0wrose Hes leaving us (SC) and moving to Cali today. ', 0
'feels she wasted her day off. ', 0
'@Tyrese4ReaL Missed u today..no words of inspiration or deep questions  ...hope to hear more from u 2morrow', 0
'@taracuda yes, Ive had twitter unfollow 1 person so far.  They finally fixed it, but now she hasnt posted for a few days.  bummer ', 0
'@TramJonas the jb haters need to get a life and stop trash talking about them. ', 0
' Ive been cheating on Twitter w/ WORK!!!! Money over Bitches!!! Hahaha', 0
'@MadAudMe Did you delete your facebook?  ', 0
'@kamilahmarshall sorry for your loss, lady.  xo', 0
'@VibratingOptimi sorry 2 hear that  Perk Up buttercup!', 0
'I want a hair wrap. Someone do one for me pleaaaase ', 0
'6.30am wake up (5.30am uk time) ouch! Off to catch the eurostar back to london ', 0
'upset stomach  [$eanyBushk!ll]', 0
'@mattedge To be honest im leaning more towards the 650 at the moment. I just dont need that massive pulling power, nor that price tag ', 0
'@AmandaPursell sorry bout your luck ', 0
'Yay! It seems Im still working in La Quinta this coming week ', 0
'Im really sad ', 0
'Dont wanna go to work in the morning  got soo much other stuff to do! Blahh. Good night', 0
'Boys in the bath, then off to bed! Cant wait for Bloomin Fest tomorrow...hoping the weather is good! Looks bad for Sunday ', 0
'@AcidInk haah is it? i havent seen it  really sad, id love to. i mean, it LOOKS amazing ', 0
'Officially sick.  Green Tea, Golden Seal, Echinacea and zinc = very good. Nyquill and sleeping in = awesome.', 0
'i feel like writing on tumblr but i dont have a laptop ', 0
'Missing my hubby, home alone ', 0
'girls no naughty things for me tonite.. i can not be a tigress  since hubby fell a sleep on the couch b/c of boredom', 0
'Rehearsal at 8:15 tomorrow. ', 0
'Well now i really just want to go home ', 0
'on washighton ext watching drag races! intense life i live. doug lives june 10th ', 0
'Last night at my last ASP ', 0
'no fall out boy tomorrow ', 0
'just got home from work...work again tomorrow morning.  shower then bed now...', 0
'@katluvsdmb dont worry, I grabbed a branch halfway down. therere just no hand holds to grab to climb back up. ', 0
'finally home. watching @danecook on kimmel and going to bed (sans chihuahua  )', 0
'2 episodes away from being caught up...  ', 0
'spring break is almost over_  but  at the same time about it', 0
'OMG  the saddest thing just happened! so most people might think its realy wierd but i think its soooooo sweet! anyone that knows me.....', 0
'Sprained ankle...... Hollies house with a shot ton of people...... ', 0
'@billbeckett a couple of sad faces...   =[  or  =(  or    or  :[  or probly many more (Y)', 0
'@stasia15 ....i just got real sad ', 0
'T_T hungry. but too lazy to get up. ', 0
'Omg tennesse is another kansas!  ugh. Six more hours left! *Marz*', 0
'@zshoup you really have no idea.  i have this great city and no one to destroy it with ', 0
'IPL Starts early in morning... will miss my first match. ', 0
'Just had a VNS implanted which didnt help and had it turned off. $36,000 attempt to help her...failed. ', 0
'@vdvl Hey!  How did he tell you that it went?  He forgot to tell me where it was gonna be held, and I missed it ', 0
'@ditchcat youre welcome! now what would baudrillard do. ', 0
'So much pain  Haha. God, Kayla, were stupid.', 0
'@jeckyl25 &amp; FYI...that suuucckkks! (bout the carrrr) ', 0
'@theVIPERroom ahhh i was just there sunday night! ', 0
'waiting for India to hit the stage...I cant believe I left my camera  oh well having fun with my mom and bro', 0
'Watchin A Scanner Darkly... Sneezin up a storm ', 0
'$3 for coors light.  not a good deal!', 0
'dang my neck hurts so baddd i want to cry   *:+peace +:*', 0
'@lauren42 hope Yall have fun without me tomorrow. Im so jealous and mad i cant go. ', 0
'been out all day looking for something new to wear for Birthday next week with absolutley no luck ', 0
'I am teary eyed I want my firefly back. Wish river would have contributed to the documentary but it was amazing. Im super sad now ', 0
'@djbolt  lol sorry haha I thought a try a hot Bath didnt work... still awake and I am so hating on u and ur ability to sleep ', 0
'back to the grind on monday...depressing ', 0
'@greggrunberg Now Im wanting to dig out the dvd and make sure, but its 6am and I should head to bed...tough decisions ', 0
'Some one asked me if I was a carnie tonight on the sky train ', 0
'I got a cut in my mouth in the back. I cant even eat.  b', 0
'@whatkilesaid ', 0
'@Obanga    never got that phone call... lol', 0
'@hellparade i know it should but people think its lame...  they dont love me enough', 0
'OK-I have to get off twitter-got 2 get up early &amp; take one of my teen-kids to dentist-has 2 b on a Sat.   Holly asleep by my feet-poor pup', 0
'@tweetchild  Clean Me!', 0
'@tweetchild  Clean Me!', 0
'@chromachris  Clean Me!', 0
'Missing you... ', 0
'@reatlas  Clean Me!', 0
'@chromachris  Clean Me!', 0
'@reatlas  Clean Me!', 0
'@reatlas  hungry!', 0
'sleepy star wars loner ', 0
'@MAGGIECHICKEN HA! im printing mine @ school coz my printer can be pretty dodddgy. cost me like 15 bucks ', 0
'@KimKardashian  Is Khloe on Twitter?  I hope I didnt follow the fake one. ', 0
'Pondering food, pondering updating my Zune, pondering being an uncle to a pair of nephews 2300 miles away.  I has a sad. ', 0
'Fridays without Terminator and Dollhouse just arent the same. ', 0
'going off to bed, gots to open pbread then closing appdizzle, the usual Saturday.   no free time.', 0
'IS AT WORK WITH A STOMACH ACHE ', 0
'Trying to catch up on my shows online but I am apprently already caught up! That sucks  What now?', 0
'@ricklondon hehe..making more competition for myself!  .. Im going to try to pen something for your cartoon of Mariel &amp; family', 0
'@KimKardashian tell ppl 2 folo me2 plz! Im new also n love u. Ill do nethin plzzz! Im follown both of ur friends. ', 0
'Didnt do as well as Id hoped on EarthDay footprint quiz http://earthday.net/footprint/flash.html 3-7 earths ', 0
'Kean univ. Senior formal 2moprrow night.. gonna be crizaxy.. the dj never has a date   lol', 0
'sad cause of some people ', 0
'@The_Tyree I miss the homie Remy! ', 0
'@IamDomo OMG! Kelly really responded. Diddy never responds to me, ', 0
'i have the biggest headache in the world ', 0
'stoked to go up to LA tomorrow for a Birthday Bash!! woot!! but sad im missing Coachella... ', 0
'@lyteforce My house dont watch enough TV to get an HD box. Its like 400 bucks, then monthly cable fee. : But its so presh. ', 0
'@Dee_Humidifier i am not bad . i felt better on thursday , but today my brain is itchy and its hard to stay awake  how are you ?', 0
'Im still stiff and ready to rip my spine out. Ow! But it might feel better ', 0
'@EmpressZakiya lol yea follow me though i need more followers lol ', 0
'I miss sekhar uncle working in that cake factory thing ', 0
'grrr - some relationships are worth too much effort ... and you wonder whether it is really worth it ', 0
'@meloballerpoet (continuation) lmaoo I fell asleep work up at 9:30  then I was watching stomp the yard it finished at 12am order Chinese', 0
'Wanting to see Seventeen Again. ', 0
'Im on the world wide web searching for real estate, and there is way too much that Im seeing and not enough that Im liking ', 0
'Edward Cullen has B�la Lugosi spinning in his grave. ', 0
'Waited an hour to be seated, an hour to get our food and then the food was cold. Tres Agaves resturant ', 0
'so freaking glad that its gonna be warm on monday. hell ya. sad that ryan is moving in november ', 0
'WHY ARENT I AT COACHELLA?! Ill just watch my Roy Orbison bluray instead ', 0
'@kiahk happy birthday love sorry im late  i hope u had a great one love ya xoxo', 0
'@CHELLETASTIC ', 0
'@brittneygreen you were sleepy though! ', 0
'@fabwrldgoodlif tell her I love her so so much, and congratulations on her engagement! Just got to LA gone the entire weekend  miss u all', 0
'Monster.com website is down ', 0
'@Emily_Rizzo omg omg omg omg that just made me so happy! i was supposed to go down for the game tonight..but i didnt  it was awesome tho!', 0
'actually these are quite good....tweeting fr my ph so i cant respond directly,  ', 0
'Trying to get this fu** page.. ', 0
'Man... so many people watching hockey tonight, I feel like a slacker. Im missing my games, and thereby a bad hockey fan. ', 0
'There was a plane crash in my neighborhood!!! ', 0
'@tojoha1 lol, well my sis scearmt every time! but we did that run yesterday and her nie hurts still and i wnat 2 scear her and he fell! ', 0
'Oh and to top it off, my sciatica is acting up again. I think its from wearing my creepers 2 weeks ago. ', 0
'http://twitpic.com/3i6lu - boo for it disappearing ', 0
'Apparently I was wrong, you cannot do it St. Louis ', 0
'my friend says ur gay stupid jonas brothers ', 0
'Summer cannot come fast enough! Unfortunately, I dont think Ive ever had more obstacles separate me from warm weather and relaxation! ', 0
'I had to buy a new charger for my iBook ', 0
'is watching oprah talk about twitter, i swore i wouldnt get one and i finally gave in ', 0
'@KayRupp Kay, that is NOT my film   it is a 7 y/o TV show...fyi!!', 0
'Im tired of my job ', 0
'oh no morning.!! suppose i better get ready for work   ', 0
'@vanny114 he taught me everything I know.. LOL, jk. Im ready to leave wrk. Im doing my deposit and the comp. Crashed.. ', 0
'Im on my phone and it wont let me send a message from my phone ', 0
'goin to bed to start, what Im assuming is going to be a short weekend ', 0
'@nancyalexandria LOL im trying to be too but for basktball but idk i like it  sometimes LOL ', 0
'@all_stars_fade, Im lame! I forgot to tell ya about her appt! It went well, hes growing so fast! Got her 2nd HEP shot  but all is well!', 0
'I am amazed that my bro @SkateGabe knows what GPS stands for...I feel ashamed ', 0
'I think the car buying experience is making me sick. ', 0
'@thewesleychan Major hardcore studying for finals next week  Did u go shopping? I know they got a good outlet in Portland that has Puma!', 0
'@joeypage joey  we heard from her. please check your messages. Karyn sent you a message of what she said.were calling for help. its bad.', 0
'@cheeriokeeper I work for a lot of photographers and what to learn the ropes...just cant afford one yet ', 0
'So sleepy. Friday night was ruined by a stupid shift @ work tmrow ', 0
'I want to go to Ikea! Why does it have to be so far away? ', 0
'hates goodbyes. ', 0
'i feel really crappy. i hope im not getting sick, i have a full day ahead of me tomorrow. ', 0
'@showbiz_cousin is this unemployment related? ', 0
'@Anna_bar lucky!!! I went to a funeral  than staired at the wall all day my phns my only entertainment', 0
'@Juicet1n howd you know? -sniffle ', 0
'and now, to work. ', 0
'Had one commuting crisis of note today, though - had a Catastrophic Squeaky Hula Girl Failure! (see http://tinyurl.com/chrcru )  ', 0
'Hahahahaha! So @MsLindseyAnn wont try my adios motherfucker.. Sad times  it tastes sooo good!', 0
'@bm_house Wish I was playing cs too. ', 0
'The brides father just gave me &amp; my phone an evil/unfollow look  have to hide phone for few minutes after this update ', 0
'Wow......I miss Strokes.....so much right now.....but why? I miss those funny stories hed tell me bout his trips. ', 0
'time for bed. im mad thirsty though. boring day ahead of me. no bootz til next sunday. arrrrrrrrr!  whats an explora to do?', 0
'WANT MOOOOOOOOORE      #asot400', 0
'@meaganlloyd my phone didnt get that message you sent me ', 0
'Ok, I didnt make it to Coffea   Tomorrow, after work Ill be stopping in.', 0
'I wish I could go to the Jazz Festival this weekend.. ', 0
'i was experimented on by an alien  .... No un necessary probing though... luckily', 0
'ate bean and cheese dip and tacos for dinner... sleeping next to steve will be stinky ', 0
'my alarm is set to go off in three and a half hours ', 0
'Yayyyyy day 1 of coachella almost over. So tired ', 0
'oh no, shit, reneging, i really like the last track on the new yyy ', 0
'goodnight all...workin late tomorrow then movin the next four days!! so blessed to have amazing people in my life...missin my sweets ', 0
'@wwu_sarah  so sad to here you so sad of late...i anxiously await are reuniting', 0
'Wont be home in time for most of #sll ', 0
'is going to bed early b/c i have work tomorrow ', 0
'@WarrenAndrew I miss them too..  Those were the best!', 0
'@Ivonnebrok thanks! Pms suck! ', 0
'winkler tomo! have to get up at 6 ', 0
'@GabrielSaporta i couldnt make it out to see you guys tonight; mega bummed  hope it was a good show though! ill see yall next time.', 0
'I dont understand why some of the best people in the world are thrown to the ground by evil... I wish life was fair to all who are good ', 0
'My dislocated toe has decided to redislocate itself so now its reverse dislocated . And it hurts . ', 0
'Saturday morning promotion: if there was only one firefox plugin, it should be http://www.feedly.com (but it eats up my life ', 0
'@benjorg Benny, when is AFS gonna start touring again!? I miss all of you!! ', 0
'@kristinepratt Pacing is definitely everything. I need to do better with protecting my weekends though. ', 0
'just dropped kayla off.  I luh dat gurl', 0
'Day 1 of the MS150 cancelled!  And no camping in La Grange.    All I want to do is ride.', 0
'@killerwhaletank we need to remember to get flowers on Sunday morning. ', 0
'@KDBabylon where the heck is my friend? Lol what u doin? Havent talked to u all day! ', 0
'Stressed about Tmw. ', 0
'Just scared my files will be gone by tomorrow  Thatd be a nightmare. All the most important files are there!', 0
'@tiffanyr0se : lmao ... Im abt to fall asleep in this chair Im od tired !!! ', 0
'Im disappointed when those close to me choose temporary pleasure instead of lasting happiness by not exercising self-discipline. ', 0
'Off to buy bread in a few mins, the house is literally empty of food  i think i ate it all.. lol', 0
'trying to figure out what exactly this thing does, how it works, etc...i guess it really does take me while to figure these sites out ', 0
'@Out_of_the_Box PS sorry I didnt make it tonight, was just exhausted and depressed and didnt want to do much of anything.  Miss you...', 0
'@getateric Hey E yes I actually found a few but not all. Sum of them r unavailable being they were promo only vinyl ', 0
'really upset about derek closing his channel. ', 0
'A little sore from football practice. ', 0
'I just ate KFC ', 0
'im guessing my tiffanys necklace and box grew a pair of legs and ran away  ahhhhh', 0
'@kelzad man I have my days like that to...you probably will be up all night tho ', 0
'@NessaBanks Thunder bolts &amp; lightening around here! 5 inches of heavy rain late in the afternoon made it a no go for a road ride.... ', 0
'bed time, stressful week ', 0
'Tossing and turning in the bed for over an hour. Reading didnt help..I am terrible at counting sheeps ', 0
'@queenzita  then why do they have these stupid little pictures on my iPod I can add to text if no one can see them', 0
'@mrsbambam thats on u! I attempted u ignored me ', 0
'@kyleconnecticut no fucking way. ', 0
'im so tired of this  i just want you back home where you belong .. things arent meant to end this way', 0
'getting ready for bed. its gonna be an interesting night... ', 0
'wow one of our kittens was killed by a dog tonight, all my little siblings cried   ', 0
'Fell asleep just b4 The Jays lost  Now im WIDE awake ..not sure what to do', 0
'Yankee Doodle Went To Town; Ridin On Some 20s.. aww I miss Wild N Out ', 0
'I just realize Im gonna lose my car &amp; have to move out of my place in a week. I am not feeling very happy right now. ', 0
'@keyerror  :| dat one hurt my feelings ', 0
'@Boston_BlueEyes  Not a good night ', 0
'@sstaver No, it is not fun. ', 0
'@ifoundmycapo  no. Real pls?', 0
'Does anyone know where to get Nissin Cup Noodles  in US? Any store online maybe?  I miss them ', 0
'some guy just pissed on my foot...#1 reason to not wear sandals to the bar - no matter how warm it is.  ', 0
'Wonders why do weekends fly by? And where do they go? ', 0
'The other part  to the Pat Tillman story, for those that dont know http://tinyurl.com/e9slt ', 0
'got the new trackball THANK GOODNESS. its moving in all directions BUT when i push it to select something it doesnt work  so i have....', 0
'@just_another_1 omg wtf!!! ', 0
'@Spitphyre nominate for what? I aint getting into politics! :^O anyway, dont know if I got fans, ACs yeah, but fans? lost case anyway ', 0
'Had a great time at my last social! Definitely going to miss this over the summer  Homework all day tomorrow, boo...', 0
'Alone on a friday night ', 0
'got saturday school tomorrow  blah hate saturday school sleepover in couple weeks XD', 0
'@idotstax  thank goodness you dont drink', 0
'cant keep it up girl, im sorry ', 0
'@Parra_Power Sorry..will not do it again...  hehe', 0
'to press enter. i think i messed up something underneath ', 0
'Just updated one of my science scripts but Dreamweaver doesnt want to play nicely  http://tinyurl.com/dzeznn', 0
'http://twitpic.com/3i8q2 - Its a baby duck... Cute until they diddle in you hand ', 0
'I cant believe I am bored already ', 0
'sad&amp;depressed right now ', 0
'Why is my ice-T not cold ', 0
'Im off the phone ', 0
'Just installed TweetDeck, and man i can see why people use it! But how do i load all my tweets? ', 0
'Crazy snow.  Went from mowing to shovelling in three days.  WTF.  Deep wet snow, everything is soaked.  Trees snapping if it keeps up ', 0
'going to sleep. long day. and i chipped a fuckin tooth!  night everyone have good dreams', 0
'@SteveSievers i miss you. and i hate you. i wanna go on pirates!  and i have seriously been daydreaming about moving to LA. scary. ;)', 0
'Watching a movie, eating a lollipop, and then hitting the sack. I have govt. to do in the morning. ', 0
'Had a very long day.beat. getting ready for saturday to be a same ', 0
'cant sleep i lay down for a bit &amp; im wide awake yet soooo exhausted ', 0
'@jllg15 where were youu?? hahaa my only friends here  haha LMAOOO! this thing really is popular but I sitll cant figure comethings out', 0
'They all fell asleep except me ', 0
'@MCRmuffin im so sorry  hope yours does too god i want you to be okay!!!', 0
'Just got home, off to bed -- have to be back at 8am. I hate cl-openings ', 0
'I want to go out and jog right now but my parents would tell me its too late  HOLY CRAP I MISS MY BABY WAAAAAAAAAAAAAAY TOO MUCH..', 0
'@vehnd  well, itll come back around next year. btw, my cat has fallen off the bed not once, not twice, but three times.', 0
'BMG concert kicked ass!  Seats were 5th row. Sorry no pics allowed in theater ', 0
'@Mimiseiku what?!  but Eesa (LMAO) you cant!', 0
'@ambvymarie Why are you depressed?  ', 0
'exhausted tired ', 0
'@JazzieBluE @JazzieBluE  oh my god I am so jelous aghh it was ehhh 6 /7hour drive from my house. ', 0
'im lonely  keep me company! 22 female, Fort Worth - Texas', 0
'Too tired to tweet, too tired to draw, to tired to look for work. Just plain worn out and short on hope. ', 0
'I want to go out and jog right now but my parents would tell me its too late  HOLY CRAP I MISS HIM, LIKE, WAAAAAAAAAAAAAAYY TOO MUCH..', 0
'http://twitpic.com/3i8rr - Its a baby ducky!! Cute until it diddles in your hand ', 0
'in bed getting ready for my last night at Camp Hope ', 0
'havent been on all day  hanging out with my mommy&lt;3', 0
'missing the fox  http://tinyurl.com/cxan7p', 0
'No loves for me tonight... ', 0
'@1foxylady ((HUGS)) ', 0
'@moonfrye went to visit my husband on his business trip ', 0
'About to go to bed.. Im tried and lonely since Matthew went to sleep. ', 0
'@amilyn @shennyunho Yes exams in two weeks... ', 0
'Wow, the kids in the neighboring building/complex are being 5 thousand decibels of obnoxious ', 0
'@jonathanrknight I wish you guys were making more stops in Cali, because as of right now I cant go. ', 0
'Hey everyone... Have a good weekend... its a dull grey day here. ', 0
'Off to work I dont think its gonna be a good night ', 0
'so happy at home. Watching the 3rd X-Men w/Ryan and Champagne. &lt;3 Lexie didnt want to watch the last one. ', 0
'@JonathanRKnight hope it wasnt a bee!! ', 0
'Our pet Kangaroo hasnt been back to our house for several days...and we found a dead one on the side of the road yesterday ', 0
'@Lizinhollywood is there anywhere else to watch my first time driving not on logo? it wont play in canada because of copyright issues ', 0
'@DJlilE what did i do ', 0
'On the way back to albuquerque with my love. Not wanting to leave sunday ', 0
'Were going to San Antonio in 4 hrs and I need to get some sleep- Im sure it aint helping that Im eating and whining about my gray hair ', 0
'@rperdio no  and $7.20 for 2 handrolls is a bit steep!', 0
'im lonely  keep me company! 22 female, New Haven - Connecticut', 0
'im lonely  keep me company! 22 female, Seattle - Washington', 0
'@RobPattinson_ yeah thats a lot of messages XD. i wish i was that famous.  no1 loves me XDD', 0
'got a red light ticket tonight  After much research, I cant fight it due to the speed I was going.', 0
'On call, working.  night tweeties!', 0
'fuck Im ready for bed. still at work though then like a 25 min ride home ', 0
'@keyerror hey hey hey I DNT APPRECIATE U USIN MY NAME WHEN ITS INSULTING ME ', 0
'Still sick feeling weak  cant enjoy this beautiful spring weather ', 0
'@KathiePritchett damn baby, you always sleeping on me ', 0
'@Dannnnni i gave up  i checked everywhere!!! i cant find it =[ but its okay i guess coz i will put it in my memory box! ily xxxx', 0
'going into the shower, getting ready to work the grave yard ', 0
'sometimes 140 characters arent enough ', 0
'@aubsomidkiff That is depressing. ', 0
'Sitting all alone in my empty dorm room. Goring home tomorrow!! So excited, but gonna miss everyone ', 0
'is all achey. I hope Im not getting sick  off to bed.', 0
'I am at work, wishing it was Sunday night ', 0
'@ricanitaliana89 no more worms ', 0
'Youtubing MILEY CYRUS cause I havent been watching much tv ', 0
'@MattsMedia Wow, ME TOO! ', 0
'mannnn i gern out man lol i cnt take being ganged up on ', 0
'Haha noooo dont be mad!  @iDehea', 0
'Heading out from the Mariners game. Sitting in traffic ', 0
'mercedez benz !!   i have electrical  probems &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; stress', 0
'@vuhhnessa Nah. It has not came out yet. I do not think it is this weekend either.  Ima mega sad. ', 0
'@jweede what a way to spend a friday night...  i guess theres not much to do now that battlestar is over...  ', 0
'at home ', 0
'@ChubbyGayMan what message ', 0
'Just got home from andreas house but i was having fun but i had to go bye bye! ', 0
'@thomastorres  whats wrong', 0
'@bennehton @Sweet_Pau @tynie626 @NoOrdinaryGurl  OH I AM JEALOUS!  why only tynie and noordinary .. PAU you and me are left behind ', 0
'Britain used to have talent. Now we have #susanboyle. Sorry World.  #twunes ? http://blip.fm/~4ir01', 0
'@gylliwilli get em Gilly!!!! see yall in a minute!!! they closed freakin labrea at fountain, and im not movin ', 0
'this rain sucks.  &amp; im sick', 0
'@I_Am_Marty well I was just training. thought id get the job but they want someone more experienced lol im not meant for hard labor ', 0
'@xkelly_chaosx omg that place  thats really sad what happened', 0
'no reply from @feiticeira. *pout* shes prob out and about and forgot the phone, but still. ', 0
'@cutiepie04ct I miss u tore whore ', 0
'most random night ever, last day at the birch tomorrow.. ', 0
'I hate going to bed alone at night ', 0
'Still no keys. Sigh. This is going to cost a lot to replace ', 0
'@cutiepie04ct I miss u tore whore  come back home', 0
'so i may have accidentally killed an armadillo last night, then ran over it again on the way back!!!   RIP poor thing.', 0
'@vickydoll we didnt place  and Eastlake got 3rd AGAIN! They so copied our concepts too&lt;/3', 0
'@OhhMegg no wonder  &amp; PLUS did you know that sterling can SING?! ive been stalking youtube for videos of him. i have a thing for singers.', 0
'just preparing ofr group discussion utterly boring task ', 0
'@poonamd yup dupar chi match baghel.....sandhyakali class ahe ', 0
'Working on 3 shoots... Traffic school tomorrow... ', 0
'@carliecarrcrash I feel your pain  my three bffs all have dates...no ones asking me :-/', 0
'has the dodos conundrum, feeling like i could just fly, but nothing happens everytime i try. cant decided whether to go out ', 0
'is going with her father to the emergency room. ', 0
'@KGMB9 i wish the Hawaii Food Banks food drive wasnt always so close to the Letter Carriers Food Drive (May 9) ', 0
'1st ride done and followed pugmarks but sadly he did leave any trails later  also found fresh pugmarks of berda cubs thats a good sig ...', 0
'@conns its like that ya noe. wtd..  i hope ur grandpas ok~ at least hes happy from the china trip.', 0
'@ColleenLindsay Literary agents *killing literature*,I should stop writing, crawl up my own bum, keep my words to my lit l33t friends ', 0
'Just saw a rabbit hopping through Central Square.  Felt bad for it.  ', 0
'Not looking forward to Sunday. Would rather be doing something else. but I am now obligated. ', 0
'my boyfriend has decided to depress me by putting in Paradise Lost. ', 0
'No Arianny Celeste at UFC 97, Im bumbed  But I have the UFC Undisputed demo! WOOHOO! #ufc', 0
'@ the same shithole @Awesome4life is @ guess my night is in the crapper ', 0
'Ah okay, consensus is this is a tame start. Thing is, the second half of this tournament just could get duller  #ipl', 0
'@Boy_Kill_Boy oh ryan im soo sorry my internet connection is sucks  whose your no 1 btw ?', 0
'Waiting on my clients  to arrive for our 10AM showing. Nothing is on the radio and I forgot my IPhone. ', 0
'yey! have finished coursework... thank god for that.. took me 3 hours ', 0
'Its only two but I cant ignore the stingy feeling of the blood. The reminder makes me feel even worse ', 0
'@_everaldo I saw #squirrel some months ago on your twitter. Im sorry its for Mac only ', 0
'@technicalwriter aka St Georges Day - the universally uncelebrated National Day of England ', 0
'im lonely  keep me company! 22 female, Pittsburgh - Pennsylvania', 0
'I hate to be so sick! ', 0
'weekend chores done. now to get ready for Snowbirds bachelorette party! (and attempt to get some work work done.) ', 0
'@blue_ninj0r I know  But at least Dollhouse has gotten good.', 0
'thank god for stephanie or i probably wouldnt have woken up this morning lol ', 0
'@Charl13B00 Just finished the pizza for breakfast. sorry ', 0
'enjoying the weekend.  gotta get up and clean house soon ', 0
'I desperatly wanna get my license ', 0
'Today is a sad day in monterrey ', 0
'Continuing to work away on this #Joomla template while looking after the missus; she�s sadly not feeling too well today ', 0
'@MacKenzieFox sun just doesnt wanna come out today.... ', 0
'finishing upp last homework stuff and projects !  ', 0
'@__Fiddler you need to use this more, me also but i cant use it on my phone while im in germany.. ', 0
'Fuck. I dont want to go to work. I should still be in bed with godsolite. ', 0
'wow, Ive used 130MB today of bandwidth. Not a good thing since our whole org has 6GB for the whole month ', 0
'I�m sad. My nack hurts ', 0
'Im dyingggg. My kid has a taser inside of my uterus or something!! Ouchie.  I now understand what most mommas call &quot;Lightening Crotch&quot;...', 0
'writing a lit essay on The Night of the Iguana! ', 0
'At first I thought this was a crazy BendMeOver email, nope just spam  http://bit.ly/I8nsq', 0
'@emmyrossum cleaning  have to show my house today(trying to get it sold)', 0
'i cant believe i am WORKING on such a beautiful day ', 0
'I have SO much work to do, and I cant do any of it ', 0
'The cheap ATP tickets sold out before I had a chance to get rich... ', 0
'All this new snow and 70 is closed  I know I could take 285 but I almost slid off Kenosha pass a few years ago', 0
'Graphics card dont work - some kind of conflict or something ', 0
'@randomflowers not working for me either ', 0
'Yeah had to call into work today. The Dr. is going to the office just to see little Matthew at 1:00, I am pretty sure its pink eye ', 0
'Im sad... Cause doesnt reply me yet...   ', 0
'School on Monday ', 0
'@Iamjonathancook i would love to hang out but sadly, i am not going to the show ', 0
'beddies now. Nighty night. My head hurts ', 0
'Cant concentrate on making banners when fianc� is playing Guitar Hero ', 0
'Hoping these next to weeks go by fast!! He just left &amp; I already miss him. ', 0
'@DavidB92 i cant believe that reply worked yday i havent done it before i have got loads of work to im worried ahahah ', 0
'I have no voice  Argh!', 0
'watched i am sam, and i criedd ', 0
'alfhdjkghvsfdghvifduhbgvkjsdfhglsfdkghvfjlkdsghsdflkgh  TODAY SUCKS!', 0
'Ugh!! Why is it blizzarding in Colorado????!!! Wont be seeing my parents this weekend  there plane got cancelled!', 0
'Wrll that one went surprisingly well. How disappointing. ', 0
'Lil Moo Moo Has  a Bad Cough.....  wide awake....', 0
'After watching the F1 qualifying and procrastinating doing various things, Im finally cracking on with some coursework. ', 0
'is it wrong that im fighting my eyelids at this time of day ', 0
'I just wasted a sheet of paper! I dont know what to draw anymore  Might turn in early tonight, just not up to staying up late tonight. ', 0
'@tazzari614 are you mad at me? ', 0
'@ultraviolet__x oh anno i watched this morning and im just like wtf? Im still gutted everytime i watch it ', 0
